TYPE,CATEGORY,NAME,LATITUDE,LONGITUDE,ADDRESS,CITY,STATE,ZIP,COUNTY,desc,STRATEGIC VALUE,ECONOMIC IMPACT,PHYSICAL IMPACT,SYSTEMIC IMPACT,PHYSICAL IMPACT RADIUS (mi),ZIPS AFFECTED,OCCUPIED HOUSING UNITS,POPULATION AFFECTED,RAW_IMPACT
Substation,Electricity Generation,Unknown304468,32.77729755,-96.47571373,No address available,Forney,TX,75126,Kaufman County,This electricity substation services the city of Forney and Kaufman County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[75126],[10559],60232,1
Substation,Electricity Generation,Unknown304469,35.54972917,-100.9557674,No address available,Pampa,TX,79065,Gray County,This electricity substation services the city of Pampa and Gray County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[79065],[7723],19538,1
Substation,Electricity Generation,Unknown304471,32.26591467,-94.98442001,No address available,Overton,TX,75684,Rusk County,This electricity substation services the city of Overton and Rusk County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[75684],[2572],7558,1
Substation,Electricity Generation,University,29.71634302,-95.33224874,No address available,Houston,TX,77023,Harris County,This electricity substation services the city of Houston and Harris County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,"[77023, 77004, 77021, 77011]","[9129, 12802, 10003, 5940]",105220,1
Substation,Electricity Generation,Unknown304474,29.96080727,-94.81112366,No address available,Dayton,TX,77535,Liberty County,This electricity substation services the city of Dayton and Liberty County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown304475,33.10326094,-98.90575652,No address available,Woodson,TX,76491,Throckmorton County,This electricity substation services the city of Woodson and Young County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown304476,32.48869441,-99.7002011,No address available,Abilene,TX,79601,Taylor County,This electricity substation services the city of Abilene and Taylor County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown304478,29.37059421,-94.9112844,No address available,Texas City,TX,77590,Galveston County,This electricity substation services the city of Texas City and Galveston County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Turnersville,30.07385127,-97.78295703,No address available,Creedmoor,TX,78610,Hays County,This electricity substation services the city of Creedmoor and Hays County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown304485,30.53659151,-96.4497992,No address available,Somerville,TX,77879,Burleson County,This electricity substation services the city of Somerville and Burleson County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown304486,31.35110071,-94.00368659,No address available,Bronson,TX,75930,Sabine County,This electricity substation services the city of Bronson and Sabine County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[75930],[845],1649,1
Substation,Electricity Generation,Holmes,29.67945272,-95.37211728,No address available,Houston,TX,77021,Harris County,This electricity substation services the city of Houston and Harris County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,"[77051, 77021, 77054, 77033]","[5806, 10003, 12181, 9005]",97732,1
Substation,Electricity Generation,Unknown304489,32.46976458,-98.75472554,No address available,Olden,TX,76470,Eastland County,This electricity substation services the city of Olden and Eastland County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown304491,29.75020774,-94.90380154,No address available,Baytown,TX,77523,Chambers County,This electricity substation services the city of Baytown and Chambers County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[77523],[5543],26370,1
Substation,Electricity Generation,Racoon Bend,29.99094019,-96.13047671,No address available,Cochran,TX,77418,Austin County,This electricity substation services the city of Cochran and Austin County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Cauthorn,30.30478255,-100.6748155,No address available,Sonora,TX,76950,Sutton County,This electricity substation services the city of Sonora and Sutton County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Del Sol,26.45782767,-98.737119,No address available,Rio Grande City,TX,78582,Starr County,This electricity substation services the city of Rio Grande City and Starr County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Sherbino I,30.818423,-102.365992,No address available,Fort Stockton,TX,79735,Pecos County,This electricity substation services the city of Fort Stockton and Pecos County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown304499,32.68906609,-94.90911004,No address available,Gilmer,TX,75645,Upshur County,This electricity substation services the city of Gilmer and Upshur County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[75645],[3721],10125,1
Substation,Electricity Generation,Wagley Robertson,32.89701402,-97.374492,No address available,Fort Worth,TX,76131,Tarrant County,This electricity substation services the city of Fort Worth and Tarrant County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[76131],[8926],47569,1
